User_Id,Sex,Sports_IF,MovieGenres_IF,MusicGenres_IF,Hobbies_IF,TravelPreferences_IF,FoodPreferences_IF,Books_IF,VideoGames_IF,OutdoorActivities_IF,LifestylePreferences_IF,Age
51,male,"Swimming, Cricket, Running, Gymnastics","Romance, Action, Fantasy, Comedy, Animated","Blues, Hip-hop, Classical, EDM, Country, Folk, Rock, Reggae","Knitting, Crafting, Painting, Gaming",Cities,"Japanese, Vegan, Chinese, BBQ, Desserts","Poetry, Mystery, Non-Fiction, Self-help, Biographies, Thriller, Fiction, Fantasy","FPS, Adventure, Fighting, RPG, Simulation, Strategy",Hiking,"Sustainability, DIY Projects, Entrepreneurship, Volunteering, Fitness, Mindfulness",40
52,male,"Yoga, Running, Cycling","Action, Fantasy, Documentary, Romance, Animated, Drama, Mystery, Horror, Comedy","EDM, Jazz, Folk, Blues, Classical, Hip-hop, Rock",,"Adventure Sports, Countryside, Mountains, Wildlife Safaris, Cultural Festivals, Luxury Resorts, Beaches","Chinese, Mexican, Mediterranean, Seafood, Vegan","Fiction, Poetry, Non-Fiction, Thriller, Science Fiction, Fantasy","Fighting, Adventure, Action","Bird Watching, Rock Climbing, Hiking, Surfing, Skiing, Stargazing",,26
53,male,"Running, Badminton, Cycling, Yoga, Tennis, Football, Swimming, Basketball, Cricket",,"Blues, Classical, Pop, Hip-hop, EDM, Reggae, Country, Folk, Rock, Jazz","Reading, Writing","Luxury Resorts, Cities, Wildlife Safaris, Mountains, Adventure Sports, Cultural Festivals, Countryside, Road Trips, Beaches, Historical Sites","Indian, Japanese, BBQ, Mediterranean","Non-Fiction, Self-help, Poetry",,,"Entrepreneurship, Fashion, Tech Gadgets, Fitness, Volunteering, DIY Projects, Sustainability, Socializing, Minimalism",29
54,male,Cricket,Romance,"EDM, Pop, Hip-hop, Country",Cooking,"Countryside, Road Trips, Beaches, Historical Sites, Cities, Wildlife Safaris, Mountains, Adventure Sports","Chinese, BBQ, Vegan, Desserts, Mexican, Seafood, Indian","Science Fiction, Self-help, Biographies, Non-Fiction, Fiction, Mystery, Thriller, Fantasy, Poetry","Simulation, Adventure, Puzzle, Strategy, RPG, Indie, Sports, FPS, Fighting","Rock Climbing, Boating, Picnicking, Camping","Volunteering, Fitness, DIY Projects, Tech Gadgets, Sustainability, Minimalism",58
55,male,"Running, Yoga","Documentary, Action, Animated, Sci-Fi, Mystery, Horror, Comedy","Classical, Hip-hop, Reggae, Pop, EDM",Dancing,Road Trips,"Chinese, Japanese, Indian, Desserts, BBQ, Mexican, Mediterranean, Italian, Seafood","Poetry, Science Fiction, Thriller, Romance, Fiction","Adventure, Simulation, Action, Fighting","Bird Watching, Rock Climbing, Hiking, Stargazing, Camping, Skiing, Boating, Fishing",,38
56,male,"Basketball, Swimming, Football, Cycling","Mystery, Comedy, Fantasy, Romance","Reggae, Jazz, Folk","Writing, Reading, Crafting, Cooking, Knitting, Dancing, Photography, Painting, Gaming, Gardening","Historical Sites, Road Trips, Luxury Resorts, Beaches, Adventure Sports, Wildlife Safaris, Mountains, Countryside, Cities",,"Fiction, Romance, Biographies, Poetry, Science Fiction","Puzzle, RPG, FPS, Adventure, Action, Simulation, Strategy, Indie","Picnicking, Camping, Surfing",,28
57,male,,"Comedy, Animated, Documentary","Folk, Rock, Blues, Reggae, Country, Classical, Pop, EDM, Jazz, Hip-hop","Knitting, Dancing, Gardening, Reading, Painting","Mountains, Wildlife Safaris, Countryside, Beaches, Adventure Sports, Cultural Festivals, Historical Sites","Desserts, Indian, Chinese, Japanese, Vegan","Poetry, Science Fiction, Thriller, Fantasy, Mystery, Self-help","Action, Adventure, Indie, Sports, FPS, Strategy, Puzzle, Simulation, RPG","Camping, Bird Watching","Minimalism, Fashion, Entrepreneurship, Sustainability, Tech Gadgets, Fitness, Socializing, Volunteering, Mindfulness",33
58,male,"Swimming, Basketball, Cricket, Gymnastics","Mystery, Horror, Animated, Drama, Fantasy, Action, Documentary, Comedy, Romance, Sci-Fi","Country, EDM, Rock, Classical, Jazz",Knitting,"Beaches, Cultural Festivals, Wildlife Safaris, Historical Sites, Countryside, Adventure Sports, Cities, Mountains","Italian, BBQ, Desserts, Seafood, Mexican",,"Fighting, FPS, Simulation, Indie, Adventure",,"Fitness, DIY Projects, Entrepreneurship, Volunteering, Tech Gadgets, Fashion, Socializing, Minimalism, Mindfulness",26
59,male,"Football, Yoga, Gymnastics, Running, Tennis, Cycling, Swimming","Animated, Fantasy, Drama, Action","Blues, Rock, Hip-hop, Pop","Reading, Gardening, Gaming, Crafting, Dancing, Writing, Cooking, Photography, Painting, Knitting","Luxury Resorts, Beaches, Mountains, Countryside, Historical Sites","Indian, Italian, Japanese, Mediterranean, Chinese, Mexican, BBQ, Seafood","Poetry, Non-Fiction, Science Fiction, Thriller, Biographies, Mystery, Romance, Fiction, Self-help, Fantasy","RPG, Indie, Fighting, Action, Sports, Simulation, Strategy, FPS, Adventure, Puzzle","Boating, Bird Watching, Camping, Rock Climbing, Skiing, Fishing, Stargazing, Picnicking, Surfing","Fitness, Tech Gadgets, Volunteering, Entrepreneurship, Mindfulness",53
60,male,"Basketball, Gymnastics, Badminton, Running, Football","Comedy, Drama",Reggae,"Knitting, Photography","Historical Sites, Road Trips, Wildlife Safaris, Beaches, Countryside, Adventure Sports, Cultural Festivals",,"Fantasy, Science Fiction, Mystery, Non-Fiction, Self-help, Biographies, Thriller, Poetry, Fiction","Simulation, Puzzle, Sports, Adventure, Fighting, Indie, FPS, Action, Strategy, RPG","Skiing, Rock Climbing, Stargazing, Boating, Hiking, Surfing",Sustainability,54
61,male,"Running, Cycling, Yoga, Cricket, Swimming","Action, Documentary, Mystery, Sci-Fi, Animated, Fantasy","Blues, Pop, Folk, EDM","Photography, Crafting, Writing, Dancing",Countryside,Indian,"Fiction, Science Fiction, Thriller, Mystery, Fantasy, Romance","Adventure, Indie","Bird Watching, Rock Climbing, Hiking, Fishing, Picnicking, Surfing",Sustainability,20
62,male,"Tennis, Yoga, Running, Football, Cycling, Cricket, Badminton, Swimming","Fantasy, Romance","Hip-hop, Rock","Cooking, Photography, Dancing, Gaming","Luxury Resorts, Cities, Wildlife Safaris, Mountains, Beaches, Countryside, Adventure Sports, Historical Sites, Cultural Festivals","Vegan, Seafood, Mexican, Italian, Japanese",Science Fiction,"Puzzle, Fighting, Action, Sports, Indie",,"Minimalism, Fashion, DIY Projects, Sustainability, Volunteering, Entrepreneurship, Socializing, Tech Gadgets, Mindfulness",31
63,male,"Basketball, Yoga, Tennis, Swimming, Cricket, Cycling","Action, Drama, Mystery, Romance, Documentary, Sci-Fi",Folk,"Gardening, Dancing","Countryside, Adventure Sports, Historical Sites, Cultural Festivals, Wildlife Safaris, Luxury Resorts","Mediterranean, Indian, Japanese","Mystery, Self-help, Romance, Thriller, Fantasy, Non-Fiction, Fiction, Biographies, Science Fiction, Poetry","Sports, Simulation, Adventure, FPS, Action, Strategy","Picnicking, Skiing, Fishing, Stargazing, Boating, Hiking, Bird Watching","Fashion, Entrepreneurship, Volunteering",38
64,male,"Swimming, Cricket, Yoga, Running, Badminton, Football, Basketball",,"Rock, Folk",Knitting,Countryside,"Mexican, Mediterranean, Indian, Japanese, Desserts","Non-Fiction, Mystery, Romance, Self-help","Puzzle, Strategy",,Fitness,31
65,male,"Tennis, Football, Gymnastics, Running, Cycling, Yoga, Badminton, Basketball, Cricket, Swimming","Documentary, Horror, Drama, Fantasy, Action, Romance, Mystery, Comedy","Folk, Pop, Hip-hop, Reggae, Blues, Country, Rock",,Beaches,"Desserts, Vegan, Seafood","Romance, Non-Fiction, Fiction, Science Fiction, Poetry, Thriller, Biographies, Fantasy, Self-help",,"Boating, Camping, Skiing","Tech Gadgets, Volunteering, Mindfulness",25
66,male,"Swimming, Football, Cricket, Basketball, Running, Yoga, Gymnastics",Sci-Fi,"EDM, Classical, Reggae, Rock","Gaming, Writing, Painting, Cooking, Reading, Dancing, Crafting, Knitting, Gardening, Photography","Adventure Sports, Road Trips, Countryside, Historical Sites, Luxury Resorts, Cities, Beaches, Wildlife Safaris","Italian, Seafood, Chinese, BBQ, Japanese, Mexican, Vegan","Fiction, Mystery, Thriller, Science Fiction, Fantasy, Poetry","Puzzle, Strategy","Skiing, Stargazing, Boating, Picnicking, Fishing, Rock Climbing, Camping, Hiking, Surfing, Bird Watching",,52
67,male,"Yoga, Running, Badminton, Cycling, Football, Tennis, Cricket, Swimming, Gymnastics, Basketball",,"Rock, Folk, Classical, EDM, Country, Pop, Blues","Knitting, Cooking",,"BBQ, Mediterranean, Indian, Vegan, Italian, Chinese","Fantasy, Non-Fiction, Romance, Science Fiction, Biographies, Self-help, Fiction, Poetry, Mystery","Sports, Adventure, RPG, Simulation, FPS, Fighting, Indie, Puzzle, Strategy",Hiking,"Volunteering, Minimalism, DIY Projects, Mindfulness",28
68,male,"Cycling, Gymnastics, Swimming","Comedy, Romance, Animated, Drama, Horror, Sci-Fi, Documentary, Action, Fantasy","Pop, Folk, EDM, Reggae, Country, Rock, Hip-hop, Blues, Jazz",,Road Trips,"Japanese, Chinese, Indian, BBQ, Mediterranean, Desserts",,Simulation,"Rock Climbing, Picnicking, Bird Watching, Hiking, Stargazing, Boating, Skiing, Camping, Fishing, Surfing",,21
69,male,"Tennis, Swimming, Cricket, Cycling, Gymnastics, Running, Basketball, Yoga, Football, Badminton","Mystery, Fantasy, Sci-Fi, Drama, Documentary, Horror, Comedy, Romance, Animated, Action","Jazz, Hip-hop, Blues, Pop, EDM, Folk, Classical, Country, Rock","Gardening, Dancing, Crafting, Knitting, Gaming, Photography, Cooking, Painting","Wildlife Safaris, Adventure Sports","Indian, Seafood, BBQ, Desserts, Mediterranean","Fantasy, Romance, Non-Fiction, Biographies, Science Fiction, Self-help, Thriller","FPS, Strategy, Fighting, Adventure, Action","Rock Climbing, Surfing","Socializing, Tech Gadgets",34
70,male,"Yoga, Running, Badminton, Cycling, Cricket, Tennis, Swimming","Sci-Fi, Action, Documentary, Romance, Animated, Horror, Mystery, Drama, Fantasy, Comedy","Hip-hop, Rock, EDM, Classical, Folk, Country","Dancing, Photography","Adventure Sports, Mountains, Cities, Countryside, Historical Sites, Road Trips, Beaches","Mexican, Chinese, Desserts, Japanese, Italian, Mediterranean","Science Fiction, Thriller, Poetry, Self-help, Biographies","Adventure, Simulation, RPG, Fighting, Strategy, Indie, Puzzle, FPS, Sports","Camping, Boating, Bird Watching, Stargazing, Picnicking, Surfing, Skiing, Hiking, Fishing","Socializing, DIY Projects, Fitness, Tech Gadgets, Entrepreneurship, Fashion",27
71,male,"Running, Gymnastics, Tennis, Cycling, Swimming, Basketball, Football, Yoga","Drama, Animated, Comedy","Reggae, Blues","Cooking, Gaming, Reading, Photography, Painting, Gardening, Crafting","Countryside, Wildlife Safaris","Indian, Japanese, Mediterranean","Fantasy, Science Fiction, Biographies, Non-Fiction, Romance, Self-help, Poetry, Thriller","Puzzle, Indie, FPS","Surfing, Hiking, Rock Climbing, Skiing, Bird Watching, Fishing","Minimalism, Fashion, Socializing, DIY Projects, Volunteering, Tech Gadgets, Mindfulness",38
72,male,Yoga,"Action, Drama, Documentary, Horror","Country, Jazz, EDM, Rock, Pop","Dancing, Photography, Crafting, Cooking","Luxury Resorts, Adventure Sports","Vegan, Japanese, Seafood, Chinese, Italian, Desserts, Mediterranean","Biographies, Thriller, Mystery, Non-Fiction, Fiction, Science Fiction, Romance, Poetry","RPG, FPS, Sports, Fighting, Simulation, Action, Strategy, Adventure, Puzzle","Surfing, Hiking, Stargazing, Rock Climbing, Picnicking",,25
73,male,,"Comedy, Mystery, Romance, Sci-Fi, Action, Documentary, Fantasy","Folk, Pop, Country, Hip-hop","Painting, Knitting, Writing, Gardening, Dancing, Reading, Cooking, Crafting, Photography, Gaming","Adventure Sports, Luxury Resorts, Beaches, Cities, Wildlife Safaris","Italian, Seafood, BBQ, Mediterranean, Desserts","Non-Fiction, Fantasy, Fiction, Mystery, Self-help, Biographies, Romance, Poetry","FPS, Strategy",,"DIY Projects, Socializing, Fashion",36
74,male,Gymnastics,"Fantasy, Horror, Sci-Fi, Romance, Documentary, Mystery, Comedy","Hip-hop, Jazz, Country, Classical, Blues, EDM, Folk","Reading, Painting, Knitting, Gardening, Dancing, Cooking, Gaming","Cultural Festivals, Beaches, Mountains","Italian, Japanese, Vegan, Mediterranean, BBQ, Seafood, Desserts","Fantasy, Biographies, Mystery, Self-help, Poetry, Science Fiction","Puzzle, Fighting, Sports, RPG, Action, Simulation, Indie",,"Socializing, Tech Gadgets, Mindfulness, Volunteering, Sustainability",39
75,male,,"Romance, Horror, Fantasy, Action, Drama, Comedy","Folk, Reggae, Jazz","Writing, Knitting, Reading, Painting, Gaming, Photography, Dancing",,"Japanese, Mexican, Indian, Seafood, Mediterranean, Desserts, Vegan, Chinese","Poetry, Romance, Mystery, Biographies, Self-help, Science Fiction, Fantasy","Fighting, FPS, Adventure, Puzzle, RPG, Sports","Rock Climbing, Skiing, Boating, Surfing, Fishing, Stargazing, Picnicking, Camping, Bird Watching, Hiking",,33
76,male,"Running, Cycling, Yoga, Badminton, Cricket, Swimming, Football, Gymnastics, Basketball, Tennis","Comedy, Mystery, Sci-Fi, Documentary, Animated, Fantasy, Action, Drama, Horror","Pop, Blues","Crafting, Painting, Gaming, Dancing, Writing, Gardening","Mountains, Beaches, Historical Sites, Wildlife Safaris, Luxury Resorts, Countryside, Cultural Festivals, Adventure Sports, Cities","Mexican, Seafood, Mediterranean, Chinese, Japanese, BBQ, Desserts, Indian",,,"Stargazing, Rock Climbing, Fishing, Camping, Boating, Hiking, Bird Watching","Volunteering, Socializing, Fashion, Fitness, DIY Projects, Sustainability, Minimalism",33
77,male,"Running, Cycling, Football","Mystery, Documentary, Animated, Drama, Horror, Romance","Hip-hop, Classical, Rock, Pop",Dancing,,"BBQ, Mediterranean, Mexican, Indian","Fiction, Poetry, Romance, Thriller, Non-Fiction, Mystery, Biographies, Science Fiction, Self-help, Fantasy",Action,,,31
78,male,Yoga,"Action, Documentary, Drama, Romance, Horror, Animated, Fantasy, Sci-Fi, Mystery","Reggae, Classical, Country","Gardening, Photography, Cooking, Knitting, Writing, Reading, Crafting, Gaming, Painting, Dancing","Luxury Resorts, Historical Sites, Cultural Festivals, Wildlife Safaris, Beaches, Road Trips, Cities, Adventure Sports, Mountains, Countryside","Italian, Desserts, Vegan, Mexican, Japanese, Indian, Chinese, Seafood, BBQ","Science Fiction, Fantasy, Non-Fiction, Romance","Action, Simulation, Puzzle, RPG, Adventure, FPS","Rock Climbing, Fishing, Bird Watching, Boating",Mindfulness,53
79,male,"Tennis, Badminton, Basketball, Cricket, Swimming, Cycling, Gymnastics, Running","Comedy, Action, Fantasy, Mystery, Drama, Sci-Fi, Documentary","Reggae, EDM, Country, Blues, Classical, Pop, Folk","Painting, Gaming, Dancing, Reading, Writing","Cultural Festivals, Historical Sites, Luxury Resorts, Road Trips, Wildlife Safaris","Vegan, Desserts, Indian, Japanese, BBQ, Mexican, Mediterranean","Self-help, Fiction, Romance, Mystery",Indie,"Surfing, Skiing, Hiking, Fishing, Camping","DIY Projects, Entrepreneurship, Tech Gadgets, Mindfulness, Socializing, Fitness, Fashion, Minimalism",30
80,male,"Tennis, Football, Cricket, Gymnastics, Cycling","Sci-Fi, Drama, Horror, Animated, Fantasy, Romance, Mystery, Comedy, Documentary","EDM, Blues","Crafting, Dancing, Knitting","Road Trips, Historical Sites, Countryside, Beaches, Wildlife Safaris","Indian, Seafood, Mexican, Desserts, Japanese, Vegan, Chinese, Italian",Fiction,"RPG, Fighting, Simulation","Stargazing, Surfing, Rock Climbing, Boating, Fishing",Sustainability,32
81,male,"Gymnastics, Tennis, Badminton, Cricket","Romance, Horror","Hip-hop, Rock, Blues, Folk, Reggae, Jazz, Pop, EDM","Reading, Dancing, Knitting, Painting, Gaming","Cultural Festivals, Wildlife Safaris, Countryside, Cities, Adventure Sports, Historical Sites, Road Trips",,"Romance, Fiction","Fighting, Adventure, Sports, Action, Puzzle, RPG",Stargazing,"Tech Gadgets, Entrepreneurship, Fashion, Sustainability, Volunteering, DIY Projects, Fitness",28
82,male,,Horror,"Pop, Country, Rock","Gardening, Photography","Mountains, Historical Sites","Italian, Desserts, Japanese, BBQ","Romance, Fiction, Fantasy, Poetry","Strategy, Sports, Adventure, Action, RPG, FPS, Simulation, Puzzle, Fighting","Skiing, Boating, Camping, Fishing, Stargazing, Bird Watching, Hiking, Surfing","Fitness, Volunteering, Entrepreneurship, Minimalism, Mindfulness, DIY Projects, Fashion",39
83,male,"Tennis, Running, Basketball, Cricket","Horror, Drama, Comedy, Animated","EDM, Reggae",Gaming,Wildlife Safaris,"Mediterranean, Chinese, Japanese, Desserts","Fiction, Mystery, Biographies, Poetry, Self-help, Non-Fiction, Science Fiction","Adventure, Sports, Simulation, Strategy, Puzzle","Hiking, Boating, Camping, Bird Watching",,30
84,male,"Swimming, Badminton","Comedy, Drama, Documentary, Fantasy, Sci-Fi, Action, Mystery",Jazz,"Painting, Reading, Gardening, Gaming, Crafting, Writing, Knitting, Photography, Dancing","Beaches, Historical Sites, Road Trips, Countryside, Wildlife Safaris, Adventure Sports, Luxury Resorts, Cities, Cultural Festivals",Japanese,"Mystery, Biographies, Poetry, Fiction, Self-help",,"Camping, Boating, Picnicking, Stargazing, Fishing, Surfing","Mindfulness, Socializing, Fitness, Sustainability, Minimalism, Entrepreneurship, Fashion",30
85,male,"Cycling, Gymnastics, Running, Basketball, Badminton, Football, Tennis, Yoga, Swimming, Cricket","Fantasy, Drama, Sci-Fi, Animated, Comedy, Action, Documentary, Horror",Pop,"Knitting, Crafting, Writing, Painting, Gardening, Photography, Cooking, Reading","Wildlife Safaris, Beaches, Cultural Festivals, Adventure Sports, Historical Sites","Seafood, Indian, Desserts, BBQ, Chinese, Japanese, Mexican, Vegan","Biographies, Self-help, Science Fiction","Indie, Strategy, Adventure, RPG, Puzzle, FPS, Action, Fighting, Simulation",,"DIY Projects, Minimalism, Sustainability, Entrepreneurship, Mindfulness",28
86,male,"Cricket, Badminton, Basketball, Tennis","Mystery, Drama, Documentary, Animated, Romance, Sci-Fi, Horror","Reggae, Classical","Painting, Dancing","Mountains, Beaches, Cities","Mexican, BBQ, Seafood, Desserts, Chinese, Indian, Italian, Mediterranean, Japanese","Romance, Poetry, Thriller, Fiction, Non-Fiction, Self-help, Biographies, Mystery, Science Fiction, Fantasy",,"Picnicking, Hiking, Fishing, Surfing","Socializing, Tech Gadgets, Minimalism, Fitness, Mindfulness, Fashion, Sustainability, Entrepreneurship, DIY Projects, Volunteering",30
